index,class,cap-shape,cap-surface,cap-color,odor,population,habitat
6473,poisonous,convex,smooth,red,spicy,several,leaves
6474,poisonous,flat,smooth,brown,fishy,several,paths
6475,poisonous,convex,smooth,brown,foul,several,leaves
6476,poisonous,flat,scaly,red,fishy,several,woods
6477,poisonous,convex,smooth,brown,foul,several,leaves
6478,poisonous,convex,smooth,red,fishy,several,paths
6479,poisonous,convex,smooth,red,spicy,several,woods
6480,poisonous,convex,smooth,brown,spicy,several,paths
6481,poisonous,convex,scaly,red,spicy,several,woods
6482,poisonous,flat,scaly,red,fishy,several,paths
6483,poisonous,flat,smooth,red,spicy,several,woods
6484,poisonous,convex,smooth,red,fishy,several,woods
6485,poisonous,flat,scaly,red,fishy,several,leaves
6486,poisonous,flat,smooth,red,fishy,several,paths
6487,poisonous,flat,smooth,red,spicy,several,leaves
6488,poisonous,flat,scaly,brown,foul,several,woods
6489,poisonous,flat,smooth,brown,spicy,several,paths
6490,poisonous,convex,smooth,red,foul,several,paths
6491,poisonous,flat,scaly,brown,spicy,several,leaves
6492,poisonous,flat,smooth,brown,spicy,several,woods
6493,poisonous,flat,scaly,brown,foul,several,leaves
6494,poisonous,flat,smooth,red,spicy,several,leaves
6495,poisonous,flat,scaly,red,foul,several,paths
6496,poisonous,flat,scaly,brown,fishy,several,woods
6497,poisonous,flat,smooth,red,fishy,several,woods
6498,poisonous,flat,smooth,red,foul,several,woods
6499,poisonous,flat,scaly,brown,spicy,several,woods
6500,poisonous,flat,smooth,red,foul,several,woods
6501,poisonous,flat,smooth,brown,foul,several,woods
6502,poisonous,knobbed,scaly,red,spicy,several,woods
6503,poisonous,flat,scaly,red,foul,several,woods
6504,poisonous,flat,smooth,red,foul,several,woods
6505,poisonous,flat,scaly,red,fishy,several,woods
6506,poisonous,flat,scaly,brown,spicy,several,leaves
6507,poisonous,flat,scaly,red,foul,several,paths
6508,poisonous,flat,smooth,brown,spicy,several,paths
6509,poisonous,convex,scaly,red,fishy,several,woods
6510,edible,convex,fibrous,white,none,numerous,grasses
6511,poisonous,convex,smooth,red,spicy,several,woods
6512,poisonous,convex,smooth,red,foul,several,leaves
6513,poisonous,flat,scaly,brown,fishy,several,leaves
6514,poisonous,convex,smooth,red,fishy,several,woods
6515,poisonous,convex,smooth,brown,fishy,several,woods
6516,poisonous,convex,smooth,brown,foul,several,paths
6517,poisonous,convex,smooth,brown,fishy,several,leaves
6518,edible,convex,fibrous,gray,none,numerous,grasses
6519,poisonous,flat,scaly,red,foul,several,leaves
6520,poisonous,flat,scaly,red,foul,several,leaves
6521,poisonous,convex,scaly,red,fishy,several,paths
6522,poisonous,convex,smooth,brown,fishy,several,paths
6523,poisonous,knobbed,smooth,red,fishy,several,paths
6524,poisonous,knobbed,scaly,red,foul,several,woods
6525,poisonous,flat,scaly,red,spicy,several,woods
6526,poisonous,convex,smooth,brown,foul,several,leaves
6527,poisonous,flat,smooth,brown,spicy,several,leaves
6528,poisonous,convex,smooth,red,spicy,several,paths
6529,poisonous,flat,scaly,brown,fishy,several,woods
6530,poisonous,convex,smooth,brown,spicy,several,paths
6531,edible,knobbed,fibrous,white,none,numerous,grasses
6532,poisonous,knobbed,scaly,brown,foul,several,woods
6533,poisonous,flat,smooth,red,foul,several,woods
6534,poisonous,convex,scaly,red,foul,several,woods
6535,poisonous,convex,smooth,brown,spicy,several,leaves
6536,poisonous,convex,smooth,brown,fishy,several,woods
6537,poisonous,flat,scaly,red,fishy,several,leaves
6538,poisonous,flat,scaly,brown,spicy,several,leaves
6539,poisonous,convex,scaly,red,fishy,several,leaves
6540,poisonous,flat,smooth,red,fishy,several,paths
6541,poisonous,convex,smooth,red,spicy,several,woods
6542,poisonous,convex,smooth,brown,spicy,several,paths
6543,poisonous,flat,scaly,brown,foul,several,leaves
6544,poisonous,flat,scaly,red,spicy,several,leaves
6545,poisonous,flat,scaly,brown,spicy,several,leaves
6546,poisonous,flat,scaly,brown,foul,several,woods
6547,poisonous,flat,smooth,brown,fishy,several,paths
6548,poisonous,flat,scaly,red,foul,several,paths
6549,poisonous,flat,scaly,red,spicy,several,leaves
6550,poisonous,convex,scaly,red,spicy,several,paths
6551,poisonous,knobbed,smooth,red,foul,several,paths
6552,poisonous,flat,scaly,red,spicy,several,paths
6553,poisonous,flat,scaly,brown,fishy,several,paths
6554,poisonous,flat,smooth,brown,spicy,several,woods
6555,poisonous,flat,smooth,red,fishy,several,paths
6556,poisonous,knobbed,smooth,red,foul,several,paths
6557,poisonous,flat,scaly,red,spicy,several,paths
6558,poisonous,flat,smooth,brown,spicy,several,paths
6559,edible,convex,smooth,brown,none,several,leaves
6560,poisonous,convex,smooth,brown,fishy,several,leaves
6561,poisonous,knobbed,smooth,brown,fishy,several,leaves
6562,poisonous,flat,smooth,brown,foul,several,woods
6563,poisonous,flat,smooth,brown,fishy,several,woods
6564,poisonous,convex,smooth,brown,fishy,several,paths
6565,poisonous,flat,smooth,brown,fishy,several,woods
6566,poisonous,flat,scaly,red,foul,several,paths
6567,poisonous,flat,scaly,red,fishy,several,woods
6568,poisonous,flat,smooth,brown,foul,several,leaves
6569,poisonous,convex,smooth,red,foul,several,leaves
6570,poisonous,convex,smooth,brown,spicy,several,paths
6571,poisonous,convex,smooth,red,fishy,several,paths
6572,poisonous,convex,smooth,red,spicy,several,woods
6573,poisonous,flat,scaly,red,foul,several,leaves
6574,poisonous,convex,smooth,red,fishy,several,paths
6575,poisonous,knobbed,smooth,red,fishy,several,leaves
6576,poisonous,convex,scaly,red,foul,several,paths
6577,poisonous,flat,smooth,brown,foul,several,paths
6578,poisonous,flat,smooth,brown,fishy,several,leaves
6579,poisonous,convex,smooth,brown,foul,several,woods
6580,poisonous,knobbed,scaly,red,fishy,several,paths
6581,poisonous,convex,smooth,red,fishy,several,leaves
6582,poisonous,flat,scaly,brown,spicy,several,woods
6583,poisonous,flat,scaly,red,spicy,several,woods
6584,poisonous,flat,scaly,brown,spicy,several,paths
6585,poisonous,flat,smooth,brown,spicy,several,leaves
6586,poisonous,flat,smooth,red,fishy,several,paths
6587,poisonous,knobbed,scaly,brown,fishy,several,paths
6588,poisonous,flat,scaly,red,fishy,several,leaves
6589,poisonous,flat,smooth,red,spicy,several,paths
6590,poisonous,flat,smooth,brown,foul,several,woods
6591,poisonous,convex,smooth,brown,fishy,several,leaves
6592,poisonous,flat,scaly,brown,spicy,several,woods
6593,poisonous,flat,scaly,red,spicy,several,woods
6594,poisonous,convex,scaly,red,spicy,several,woods
6595,poisonous,flat,smooth,red,spicy,several,paths
6596,poisonous,convex,smooth,brown,spicy,several,leaves
6597,poisonous,flat,smooth,brown,fishy,several,paths
6598,poisonous,flat,smooth,brown,spicy,several,leaves
6599,poisonous,flat,smooth,red,fishy,several,paths
6600,edible,convex,smooth,gray,none,numerous,grasses
6601,poisonous,knobbed,scaly,brown,fishy,several,paths
6602,poisonous,convex,scaly,red,spicy,several,paths
6603,poisonous,convex,smooth,brown,spicy,several,paths
6604,poisonous,convex,smooth,brown,spicy,several,woods
6605,poisonous,flat,scaly,red,spicy,several,leaves
6606,poisonous,knobbed,scaly,brown,foul,several,leaves
6607,poisonous,convex,smooth,red,foul,several,woods
6608,poisonous,convex,smooth,brown,spicy,several,woods
6609,poisonous,knobbed,scaly,brown,fishy,several,woods
6610,poisonous,convex,scaly,red,foul,several,leaves
6611,poisonous,knobbed,smooth,brown,foul,several,paths
6612,poisonous,convex,smooth,brown,foul,several,paths
6613,poisonous,convex,scaly,red,foul,several,woods
6614,poisonous,flat,smooth,red,fishy,several,woods
6615,poisonous,flat,smooth,brown,spicy,several,leaves
6616,poisonous,flat,smooth,brown,foul,several,paths
6617,poisonous,flat,smooth,red,fishy,several,paths
6618,poisonous,convex,scaly,red,spicy,several,leaves
6619,poisonous,convex,smooth,red,foul,several,leaves
6620,poisonous,flat,smooth,brown,spicy,several,paths
6621,poisonous,flat,scaly,red,spicy,several,woods
6622,poisonous,convex,smooth,brown,foul,several,woods
6623,poisonous,convex,smooth,red,spicy,several,woods
6624,poisonous,convex,smooth,red,fishy,several,leaves
6625,poisonous,flat,smooth,red,foul,several,paths
6626,poisonous,convex,scaly,red,spicy,several,paths
6627,poisonous,convex,smooth,brown,fishy,several,woods
6628,poisonous,convex,smooth,red,spicy,several,leaves
6629,poisonous,convex,smooth,red,fishy,several,leaves
6630,poisonous,convex,smooth,brown,fishy,several,woods
6631,poisonous,convex,smooth,brown,spicy,several,leaves
6632,poisonous,flat,smooth,red,fishy,several,woods
6633,poisonous,flat,scaly,red,foul,several,woods
6634,poisonous,convex,smooth,brown,spicy,several,woods
6635,poisonous,convex,smooth,red,foul,several,leaves
6636,poisonous,flat,smooth,brown,spicy,several,leaves
6637,poisonous,convex,smooth,brown,foul,several,woods
6638,poisonous,flat,smooth,red,fishy,several,woods
6639,poisonous,knobbed,scaly,brown,fishy,several,paths
6640,poisonous,convex,smooth,brown,fishy,several,leaves
6641,poisonous,flat,scaly,brown,fishy,several,paths
6642,poisonous,knobbed,scaly,brown,fishy,several,paths
6643,poisonous,flat,smooth,red,spicy,several,woods
6644,poisonous,flat,smooth,brown,foul,several,paths
6645,poisonous,convex,smooth,red,fishy,several,woods
6646,poisonous,convex,smooth,brown,foul,several,leaves
6647,poisonous,flat,scaly,brown,fishy,several,paths
6648,poisonous,flat,scaly,brown,spicy,several,paths
6649,poisonous,convex,smooth,red,fishy,several,leaves
6650,poisonous,flat,scaly,brown,fishy,several,leaves
6651,poisonous,convex,scaly,red,spicy,several,paths
6652,poisonous,flat,scaly,brown,fishy,several,leaves
6653,poisonous,flat,scaly,red,spicy,several,paths
6654,poisonous,convex,scaly,red,foul,several,leaves
6655,poisonous,flat,smooth,red,fishy,several,leaves
6656,poisonous,knobbed,smooth,brown,spicy,several,woods
6657,poisonous,convex,scaly,red,foul,several,paths
6658,poisonous,convex,smooth,brown,foul,several,leaves
6659,poisonous,flat,smooth,red,spicy,several,paths
6660,poisonous,flat,smooth,red,fishy,several,paths
6661,edible,bell,fibrous,gray,none,scattered,grasses
6662,poisonous,convex,smooth,brown,fishy,several,paths
6663,poisonous,knobbed,smooth,brown,spicy,several,paths
6664,edible,bell,smooth,brown,none,several,leaves
6665,poisonous,flat,smooth,brown,fishy,several,woods
6666,poisonous,flat,scaly,brown,spicy,several,woods
6667,poisonous,convex,scaly,red,spicy,several,woods
6668,poisonous,convex,smooth,red,spicy,several,woods
6669,poisonous,knobbed,scaly,cinnamon,musty,clustered,woods
6670,poisonous,convex,smooth,red,spicy,several,leaves
6671,poisonous,flat,smooth,brown,spicy,several,paths
6672,poisonous,convex,smooth,brown,fishy,several,leaves
6673,poisonous,convex,scaly,red,spicy,several,woods
6674,poisonous,convex,smooth,red,foul,several,woods
6675,poisonous,flat,smooth,red,foul,several,leaves
6676,poisonous,flat,smooth,brown,foul,several,woods
6677,poisonous,flat,smooth,brown,spicy,several,woods
6678,poisonous,flat,scaly,red,fishy,several,paths
6679,poisonous,convex,smooth,red,fishy,several,leaves
6680,poisonous,flat,scaly,red,spicy,several,woods
6681,poisonous,flat,scaly,brown,fishy,several,leaves
6682,poisonous,convex,scaly,red,foul,several,leaves
6683,poisonous,flat,scaly,red,spicy,several,paths
6684,poisonous,flat,smooth,red,foul,several,leaves
6685,poisonous,flat,smooth,red,foul,several,paths
6686,poisonous,convex,smooth,red,fishy,several,paths
6687,poisonous,convex,smooth,red,foul,several,woods
6688,poisonous,knobbed,scaly,red,spicy,several,paths
6689,poisonous,convex,scaly,red,foul,several,leaves
6690,poisonous,convex,smooth,red,fishy,several,woods
6691,poisonous,convex,smooth,brown,fishy,several,woods
6692,poisonous,convex,smooth,brown,spicy,several,leaves
6693,poisonous,flat,smooth,brown,fishy,several,woods
6694,poisonous,flat,scaly,brown,spicy,several,paths
6695,poisonous,convex,smooth,red,spicy,several,woods
6696,poisonous,knobbed,smooth,brown,foul,several,paths
6697,poisonous,flat,smooth,brown,fishy,several,woods
6698,poisonous,flat,scaly,brown,foul,several,woods
6699,poisonous,flat,scaly,red,fishy,several,paths
6700,poisonous,flat,scaly,red,spicy,several,leaves
6701,poisonous,flat,scaly,brown,foul,several,woods
6702,poisonous,convex,smooth,red,fishy,several,leaves
6703,poisonous,flat,scaly,brown,spicy,several,woods
6704,poisonous,flat,smooth,brown,spicy,several,woods
6705,poisonous,flat,smooth,red,foul,several,paths
6706,poisonous,convex,smooth,brown,fishy,several,woods
6707,poisonous,flat,scaly,red,foul,several,woods
6708,poisonous,knobbed,scaly,brown,fishy,several,leaves
6709,poisonous,flat,smooth,brown,fishy,several,paths
6710,poisonous,flat,scaly,brown,foul,several,paths
6711,poisonous,flat,smooth,red,fishy,several,leaves
6712,poisonous,convex,smooth,brown,foul,several,leaves
6713,poisonous,flat,smooth,red,foul,several,paths
6714,poisonous,convex,smooth,red,foul,several,woods
6715,poisonous,flat,scaly,red,spicy,several,woods
6716,poisonous,convex,smooth,red,fishy,several,paths
6717,poisonous,flat,smooth,red,spicy,several,paths
6718,poisonous,flat,smooth,brown,foul,several,paths
6719,poisonous,convex,smooth,brown,fishy,several,paths
6720,poisonous,convex,smooth,red,spicy,several,woods
6721,poisonous,flat,smooth,red,spicy,several,woods
6722,poisonous,convex,smooth,red,foul,several,leaves
6723,poisonous,convex,smooth,brown,spicy,several,leaves
6724,poisonous,flat,smooth,red,foul,several,woods
6725,poisonous,convex,scaly,red,spicy,several,leaves
6726,poisonous,convex,smooth,brown,fishy,several,paths
6727,poisonous,convex,scaly,red,spicy,several,paths
6728,poisonous,flat,smooth,red,fishy,several,leaves
6729,poisonous,convex,smooth,red,spicy,several,woods
6730,poisonous,flat,scaly,brown,foul,several,leaves
6731,poisonous,convex,smooth,red,foul,several,leaves
6732,poisonous,convex,smooth,brown,spicy,several,leaves
6733,poisonous,flat,smooth,red,fishy,several,woods
6734,poisonous,convex,smooth,red,spicy,several,woods
6735,poisonous,flat,smooth,brown,fishy,several,leaves
6736,poisonous,convex,scaly,red,spicy,several,paths
6737,poisonous,flat,scaly,red,fishy,several,woods
6738,poisonous,convex,scaly,red,spicy,several,paths
6739,poisonous,knobbed,scaly,brown,fishy,several,leaves
6740,poisonous,flat,scaly,brown,fishy,several,leaves
6741,poisonous,convex,scaly,red,foul,several,leaves
6742,poisonous,flat,smooth,brown,fishy,several,paths
6743,poisonous,convex,smooth,red,spicy,several,woods
6744,poisonous,flat,smooth,red,fishy,several,woods
6745,edible,convex,fibrous,gray,none,scattered,grasses
6746,poisonous,convex,smooth,red,fishy,several,paths
6747,poisonous,flat,smooth,brown,foul,several,leaves
6748,poisonous,flat,smooth,brown,spicy,several,paths
6749,poisonous,convex,smooth,red,foul,several,leaves
6750,poisonous,convex,smooth,red,fishy,several,leaves
6751,poisonous,convex,smooth,red,spicy,several,leaves
6752,poisonous,flat,scaly,red,fishy,several,woods
6753,edible,bell,fibrous,gray,none,scattered,grasses
6754,poisonous,flat,scaly,brown,spicy,several,woods
6755,poisonous,flat,scaly,red,foul,several,woods
6756,poisonous,flat,scaly,brown,spicy,several,woods
6757,poisonous,flat,smooth,brown,foul,several,leaves
6758,poisonous,flat,scaly,brown,foul,several,woods
6759,poisonous,convex,scaly,red,spicy,several,woods
6760,poisonous,flat,scaly,brown,spicy,several,leaves
6761,poisonous,convex,smooth,brown,fishy,several,woods
6762,poisonous,flat,scaly,red,foul,several,woods
6763,edible,knobbed,fibrous,gray,none,scattered,grasses
6764,edible,bell,smooth,brown,none,clustered,leaves
6765,poisonous,flat,smooth,brown,spicy,several,leaves
6766,poisonous,convex,smooth,brown,spicy,several,paths
6767,poisonous,flat,scaly,brown,spicy,several,leaves
6768,poisonous,flat,smooth,red,spicy,several,leaves
6769,poisonous,flat,scaly,brown,fishy,several,leaves
6770,poisonous,flat,smooth,brown,foul,several,woods
6771,poisonous,flat,scaly,red,fishy,several,paths
6772,poisonous,flat,scaly,red,foul,several,leaves
6773,poisonous,flat,smooth,brown,spicy,several,leaves
6774,poisonous,convex,smooth,red,fishy,several,woods
6775,edible,convex,fibrous,white,none,numerous,grasses
6776,poisonous,flat,smooth,brown,foul,several,paths
6777,poisonous,convex,smooth,red,fishy,several,leaves
6778,poisonous,convex,smooth,brown,fishy,several,woods
6779,poisonous,convex,smooth,brown,fishy,several,leaves
6780,poisonous,convex,smooth,brown,foul,several,woods
6781,poisonous,knobbed,scaly,brown,fishy,several,woods
6782,poisonous,flat,smooth,brown,fishy,several,paths
6783,poisonous,convex,scaly,red,fishy,several,paths
6784,poisonous,flat,smooth,brown,fishy,several,paths
6785,poisonous,flat,smooth,brown,foul,several,woods
6786,poisonous,convex,smooth,brown,spicy,several,leaves
6787,poisonous,convex,smooth,brown,foul,several,woods
6788,poisonous,convex,scaly,red,spicy,several,leaves
6789,poisonous,flat,smooth,red,foul,several,woods
6790,poisonous,flat,smooth,red,spicy,several,leaves
6791,poisonous,flat,scaly,brown,foul,several,paths
6792,poisonous,convex,smooth,red,spicy,several,leaves
6793,poisonous,flat,smooth,red,spicy,several,leaves
6794,poisonous,flat,scaly,red,spicy,several,woods
6795,poisonous,flat,scaly,red,fishy,several,leaves
6796,poisonous,convex,scaly,red,spicy,several,leaves
6797,poisonous,flat,scaly,brown,foul,several,leaves
6798,poisonous,flat,smooth,brown,foul,several,leaves
6799,poisonous,flat,smooth,brown,fishy,several,paths
6800,poisonous,knobbed,scaly,red,foul,several,leaves
6801,poisonous,flat,smooth,red,fishy,several,leaves
6802,poisonous,convex,smooth,red,spicy,several,paths
6803,poisonous,convex,scaly,red,fishy,several,paths
6804,poisonous,flat,scaly,red,foul,several,leaves
6805,poisonous,convex,scaly,red,spicy,several,woods
6806,poisonous,flat,scaly,red,foul,several,leaves
6807,poisonous,flat,scaly,brown,fishy,several,woods
6808,poisonous,flat,scaly,red,fishy,several,leaves
6809,poisonous,convex,scaly,red,spicy,several,paths
6810,poisonous,convex,smooth,red,fishy,several,woods
6811,poisonous,flat,smooth,red,foul,several,leaves
6812,poisonous,flat,smooth,red,foul,several,paths
6813,poisonous,convex,smooth,red,foul,several,paths
6814,poisonous,flat,smooth,red,fishy,several,paths
6815,poisonous,flat,smooth,red,spicy,several,paths
6816,poisonous,flat,smooth,brown,fishy,several,leaves
6817,poisonous,flat,scaly,red,foul,several,woods
6818,poisonous,flat,scaly,brown,spicy,several,paths
6819,poisonous,knobbed,smooth,red,foul,several,leaves
6820,poisonous,flat,smooth,brown,fishy,several,woods
6821,poisonous,flat,scaly,brown,fishy,several,paths
6822,poisonous,flat,smooth,red,spicy,several,leaves
6823,poisonous,flat,scaly,red,fishy,several,leaves
6824,poisonous,convex,smooth,brown,fishy,several,paths
6825,poisonous,knobbed,scaly,brown,fishy,several,paths
6826,poisonous,convex,scaly,red,spicy,several,woods
6827,poisonous,convex,smooth,red,foul,several,leaves
6828,edible,convex,smooth,gray,none,numerous,grasses
6829,poisonous,knobbed,scaly,brown,fishy,several,woods
6830,poisonous,convex,smooth,brown,fishy,several,paths
6831,poisonous,flat,smooth,brown,spicy,several,paths
6832,poisonous,flat,smooth,brown,spicy,several,paths
6833,poisonous,convex,smooth,red,spicy,several,paths
6834,poisonous,flat,smooth,red,foul,several,leaves
6835,poisonous,flat,scaly,red,foul,several,leaves
6836,poisonous,flat,scaly,red,foul,several,paths
6837,poisonous,flat,smooth,brown,foul,several,leaves
6838,poisonous,flat,smooth,red,foul,several,paths
6839,poisonous,convex,smooth,brown,foul,several,paths
6840,poisonous,flat,smooth,red,foul,several,leaves
6841,poisonous,convex,smooth,red,spicy,several,paths
6842,poisonous,flat,smooth,red,fishy,several,woods
6843,poisonous,flat,scaly,red,foul,several,paths
6844,poisonous,knobbed,scaly,red,spicy,several,paths
6845,poisonous,flat,smooth,brown,spicy,several,paths
6846,poisonous,knobbed,scaly,red,spicy,several,woods
6847,poisonous,flat,smooth,red,fishy,several,leaves
6848,poisonous,flat,scaly,red,spicy,several,leaves
6849,poisonous,flat,smooth,red,foul,several,leaves
6850,edible,bell,smooth,brown,none,clustered,leaves
6851,poisonous,convex,smooth,brown,foul,several,woods
6852,poisonous,flat,scaly,red,spicy,several,leaves
6853,poisonous,flat,scaly,brown,spicy,several,woods
6854,poisonous,flat,smooth,red,foul,several,woods
6855,poisonous,flat,scaly,brown,foul,several,paths
6856,poisonous,knobbed,scaly,brown,musty,clustered,woods
6857,poisonous,convex,smooth,red,foul,several,paths
6858,poisonous,flat,smooth,red,spicy,several,leaves
6859,poisonous,knobbed,scaly,brown,fishy,several,woods
6860,poisonous,flat,smooth,red,foul,several,paths
6861,edible,knobbed,smooth,white,none,scattered,grasses
6862,poisonous,flat,scaly,brown,fishy,several,leaves
6863,poisonous,flat,scaly,brown,fishy,several,woods
6864,poisonous,flat,scaly,brown,fishy,several,paths
6865,poisonous,flat,smooth,brown,spicy,several,woods
6866,poisonous,flat,smooth,brown,fishy,several,leaves
6867,poisonous,flat,scaly,red,fishy,several,paths
6868,poisonous,convex,smooth,red,foul,several,woods
6869,poisonous,flat,scaly,brown,foul,several,paths
6870,poisonous,convex,smooth,brown,foul,several,paths
6871,poisonous,convex,smooth,red,foul,several,leaves
6872,poisonous,convex,smooth,red,fishy,several,leaves
6873,poisonous,flat,scaly,red,fishy,several,woods
6874,poisonous,convex,smooth,brown,fishy,several,woods
6875,poisonous,convex,smooth,red,spicy,several,paths
6876,poisonous,flat,smooth,brown,foul,several,leaves
6877,poisonous,convex,smooth,brown,fishy,several,leaves
6878,poisonous,flat,scaly,red,fishy,several,woods
6879,poisonous,convex,smooth,brown,foul,several,woods
6880,poisonous,flat,scaly,red,foul,several,leaves
6881,poisonous,flat,smooth,red,foul,several,paths
6882,poisonous,flat,scaly,brown,foul,several,leaves
6883,poisonous,flat,scaly,brown,fishy,several,woods
6884,poisonous,convex,scaly,red,foul,several,woods
6885,edible,knobbed,fibrous,gray,none,numerous,grasses
6886,poisonous,convex,smooth,red,fishy,several,woods
6887,poisonous,knobbed,scaly,brown,fishy,several,woods
6888,poisonous,knobbed,scaly,brown,spicy,several,woods
6889,poisonous,convex,scaly,red,spicy,several,paths
6890,poisonous,flat,smooth,red,foul,several,leaves
6891,poisonous,flat,smooth,brown,spicy,several,leaves
6892,poisonous,flat,smooth,red,spicy,several,paths
6893,poisonous,convex,smooth,red,foul,several,paths
6894,poisonous,flat,smooth,brown,spicy,several,woods
6895,poisonous,flat,scaly,red,spicy,several,paths
6896,poisonous,convex,smooth,brown,spicy,several,leaves
6897,poisonous,convex,scaly,red,foul,several,paths
6898,poisonous,flat,smooth,red,fishy,several,paths
6899,poisonous,convex,smooth,brown,fishy,several,woods
6900,poisonous,flat,smooth,brown,foul,several,paths
6901,edible,convex,smooth,brown,none,several,leaves
6902,poisonous,knobbed,smooth,brown,fishy,several,paths
6903,poisonous,flat,smooth,brown,fishy,several,leaves
6904,poisonous,knobbed,scaly,red,foul,several,paths
6905,edible,convex,scaly,cinnamon,none,soletary,paths
6906,edible,bell,smooth,brown,none,clustered,leaves
6907,edible,knobbed,smooth,gray,none,numerous,grasses
6908,edible,convex,fibrous,gray,none,scattered,grasses
6909,poisonous,convex,smooth,brown,spicy,several,woods
6910,poisonous,knobbed,scaly,red,foul,several,paths
6911,edible,convex,smooth,brown,none,clustered,leaves
6912,poisonous,knobbed,smooth,red,spicy,several,woods
6913,poisonous,bell,scaly,yellow,none,clustered,leaves
6914,poisonous,convex,smooth,red,foul,several,woods
6915,edible,bell,smooth,gray,none,numerous,grasses
6916,poisonous,knobbed,scaly,red,foul,several,paths
6917,poisonous,knobbed,smooth,red,spicy,several,paths
6918,poisonous,flat,smooth,red,spicy,several,woods
6919,poisonous,flat,scaly,brown,fishy,several,paths
6920,poisonous,flat,smooth,red,spicy,several,woods
6921,edible,knobbed,fibrous,gray,none,scattered,grasses
6922,poisonous,knobbed,smooth,brown,spicy,several,paths
6923,poisonous,knobbed,smooth,red,fishy,several,woods
6924,poisonous,flat,smooth,red,foul,several,leaves
6925,edible,bell,fibrous,gray,none,numerous,grasses
6926,poisonous,flat,scaly,brown,spicy,several,woods
6927,poisonous,flat,smooth,brown,fishy,several,paths
6928,edible,flat,smooth,brown,none,clustered,leaves
6929,edible,convex,scaly,pink,none,soletary,paths
6930,poisonous,flat,smooth,brown,fishy,several,woods
6931,poisonous,knobbed,scaly,red,fishy,several,leaves
6932,poisonous,flat,smooth,brown,spicy,several,leaves
6933,edible,bell,smooth,white,none,numerous,grasses
6934,poisonous,convex,scaly,red,foul,several,paths
6935,poisonous,flat,scaly,red,fishy,several,leaves
6936,poisonous,flat,smooth,red,fishy,several,leaves
6937,poisonous,knobbed,scaly,brown,foul,several,woods
6938,edible,convex,fibrous,white,none,scattered,grasses
6939,edible,bell,smooth,white,none,numerous,grasses
6940,poisonous,knobbed,smooth,red,fishy,several,leaves
6941,poisonous,flat,scaly,brown,fishy,several,leaves
6942,edible,flat,scaly,brown,none,several,paths
6943,poisonous,knobbed,smooth,brown,spicy,several,woods
6944,poisonous,knobbed,smooth,brown,fishy,several,leaves
6945,poisonous,flat,scaly,brown,spicy,several,leaves
6946,poisonous,flat,scaly,red,musty,clustered,woods
6947,poisonous,convex,smooth,red,foul,several,woods
6948,poisonous,knobbed,scaly,red,spicy,several,paths
6949,poisonous,convex,smooth,brown,spicy,several,leaves
6950,poisonous,knobbed,smooth,red,foul,several,leaves
6951,poisonous,knobbed,scaly,brown,foul,several,leaves
6952,poisonous,flat,scaly,red,foul,several,paths
6953,edible,convex,fibrous,white,none,scattered,grasses
6954,poisonous,knobbed,smooth,brown,spicy,several,woods
6955,poisonous,flat,smooth,brown,foul,several,paths
6956,poisonous,knobbed,smooth,red,fishy,several,woods
6957,poisonous,knobbed,smooth,red,spicy,several,leaves
6958,poisonous,knobbed,scaly,brown,spicy,several,leaves
6959,edible,knobbed,fibrous,white,none,scattered,grasses
6960,poisonous,knobbed,smooth,brown,foul,several,paths
6961,poisonous,knobbed,scaly,brown,spicy,several,leaves
6962,poisonous,knobbed,smooth,brown,spicy,several,leaves
6963,poisonous,knobbed,smooth,red,spicy,several,woods
6964,poisonous,convex,smooth,brown,fishy,several,leaves
6965,poisonous,convex,scaly,red,spicy,several,leaves
6966,poisonous,flat,smooth,red,fishy,several,paths
6967,poisonous,knobbed,scaly,brown,foul,several,woods
6968,edible,bell,smooth,brown,none,soletary,woods
6969,poisonous,flat,smooth,brown,foul,several,paths
6970,poisonous,knobbed,scaly,red,foul,several,woods
6971,edible,convex,smooth,brown,none,soletary,woods
6972,poisonous,flat,smooth,brown,foul,several,woods
6973,poisonous,knobbed,smooth,brown,fishy,several,leaves
6974,poisonous,flat,scaly,brown,spicy,several,paths
6975,poisonous,convex,smooth,brown,spicy,several,paths
6976,edible,knobbed,fibrous,white,none,scattered,grasses
6977,poisonous,flat,scaly,red,foul,several,woods
6978,poisonous,convex,smooth,red,fishy,several,paths
6979,poisonous,convex,smooth,brown,foul,several,leaves
6980,poisonous,flat,smooth,brown,foul,several,paths
6981,poisonous,knobbed,smooth,brown,fishy,several,leaves
6982,poisonous,knobbed,smooth,red,foul,several,paths
6983,poisonous,knobbed,smooth,red,spicy,several,leaves
6984,poisonous,convex,smooth,red,foul,several,woods
6985,edible,bell,smooth,brown,none,soletary,paths
6986,poisonous,knobbed,smooth,red,fishy,several,paths
6987,poisonous,convex,smooth,brown,foul,several,paths
6988,poisonous,convex,scaly,red,foul,several,paths
6989,poisonous,flat,smooth,red,spicy,several,leaves
6990,edible,bell,smooth,brown,none,clustered,leaves
6991,edible,knobbed,smooth,gray,none,numerous,grasses
6992,poisonous,knobbed,scaly,red,musty,clustered,woods
6993,poisonous,knobbed,scaly,red,fishy,several,leaves
6994,poisonous,flat,smooth,red,fishy,several,woods
